DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P6160;P8586;P6218;P8587;P8587S1;P6211;P5455;P1088;P1088S1;P6216;P5457;P5673;P5674;P6223;P1101;P5461;P5461S1;P5461S2;P5461S3;P4693;P6167;P6180;P6180S1;P6180S2;P8610;P8610S1;P8610S2;P6229;P6229S1;P8612;P8612S1;P8612S2;P6238;P8614;P8614S1;P8614S2;P6202;P781;P781S1;P781S2;P782;P783;LLAVEHOG;FEX_C
6013096;4;1;4;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130961;345,766830323619
6013097;1;1;1;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130971;306,14807881327
6013097;2;1;2;1;2; ;5;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130971;306,14807881327
6013097;3;1;3;1;1; ; ; ; ; ;3;8; ; ;1; ;1;1; ;2;2;2;4;5;1;200;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60130971;306,14807881327
6013098;1;1;1;1;2;3;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130981;274,881345697188
6013098;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130981;274,881345697188
6013098;3;1;3;1;2;9;9;3;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130981;274,881345697188
6013099;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130991;289,452278286323
6013099;2;1;2;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130991;289,452278286323
6013099;3;1;3;1;1; ; ; ; ; ;3;7; ; ;1; ;1;1; ;2;2;2;4;5;1;100;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;6; ; ; ;60130991;289,452278286323
6013099;4;1;4;2;1; ; ; ; ; ;1;2; ; ;1; ;1;1; ;2;2;2;4;10;1;100;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;6; ; ; ;60130991;289,452278286323
6013099;5;1;5;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130991;289,452278286323
6013099;6;1;6;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60130991;289,452278286323
6013100;1;1;1;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131001;375,48480224611
6013100;2;1;2;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;10;1;200;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;3; ; ; ;60131001;375,48480224611
6013100;3;1;3;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;10;1;200;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60131001;375,48480224611
6013101;1;1;1;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131011;408,197745125682
6013101;2;1;2;1;1; ; ; ; ; ;2;4; ; ;1; ;1;1; ;2;2;2;4;10;1;100;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60131011;408,197745125682
6013102;1;1;1;1;2; ;10;4;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131021;247,964587700346
6013102;2;1;2;1;2; ;11;5;7;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131021;247,964587700346
6013102;3;1;3;1;2;9;5;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131021;247,964587700346
6013102;4;1;4;1;1; ; ; ; ; ;2;4; ; ;1; ;1;1; ;2;2;2;4;5;1;200;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60131021;247,964587700346
6013102;5;1;5;1;2;4;10;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131021;247,964587700346
6013103;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131031;322,165221165895
6013103;2;1;2;1;2; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131031;322,165221165895
6013103;3;1;3;1;1; ; ; ; ; ;3;9; ; ;1; ;2;1; ;2;2;2;3;30;1;100;4000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;4; ; ; ;60131031;322,165221165895
6013103;4;1;4;1;2;5;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131031;322,165221165895
6013104;1;1;1;1;2; ;5;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131041;274,419407777995
6013104;2;1;2;1;1; ; ; ; ; ;3;8; ; ;1; ;1;1; ;2;2;2;4;10;1;100;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;6; ; ; ;60131041;274,419407777995
6013104;4;1;4;1;2;3;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131041;274,419407777995
6013104;6;1;6;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131041;274,419407777995
6013105;1;1;1;1;2; ;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131051;302,079219620058
6013105;2;1;2;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131051;302,079219620058
6013105;3;1;3;1;1; ; ; ; ; ;4;11; ;1;1; ;1;1; ;2;2;2;4;10;1;100;3500;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60131051;302,079219620058
6013106;1;1;1;1;2; ;5;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131061;396,880118646963
6013107;1;1;1;1;2; ;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131071;335,655474016817
6013108;1;1;1;1;2; ;9;3;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131081;457,329020115166
6013108;2;1;2;1;2;3;5;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131081;457,329020115166
6013108;3;1;3;1;1; ; ; ; ; ;3;8; ; ;1; ;1;1; ;2;2;2;4;15;1;200;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60131081;457,329020115166
6013108;4;1;4;1;1; ; ; ; ; ;1;3; ; ;1; ;1;1; ;2;2;2;4;15;1;200;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60131081;457,329020115166
6013109;1;1;1;1;2;9;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131091;369,753878497973
6013109;2;1;2;1;2;4;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131091;369,753878497973
6013110;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131101;412,871809785848
6013110;2;1;2;1;1; ; ; ; ; ;3;8; ; ;1; ;1;1; ;2;2;2;4;10;1;100;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;4; ; ; ; ;60131101;412,871809785848
6013110;3;1;3;2;1; ; ; ; ; ;1;3; ; ;1; ;1;1; ;2;2;2;4;5;1;100;3000;2; ; ; ; ;2; ; ; ;2; ; ; ;2; ;2;72;10;60131101;412,871809785848
6013111;1;1;1;1;2; ;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131111;459,874569328527
6013111;2;1;2;1;2;4;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131111;459,874569328527
6013112;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131121;325,147257084708
6013112;2;1;2;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131121;325,147257084708
6013113;1;1;1;1;2; ;5;10; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131131;287,148900541831
6013113;2;1;2;1;2; ;7;3;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131131;287,148900541831
6013113;3;1;3;1;1; ; ; ; ; ;4;11; ;4;1; ;1;1; ;2;2;2;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60131131;287,148900541831
6013113;4;1;4;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;4;10;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60131131;287,148900541831
6013130;1;1;1;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131301;906,825296999033
6013130;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131301;906,825296999033
6013132;1;1;1;1;2; ;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131321;1650,96648745317
6013132;2;1;2;1;2; ;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131321;1650,96648745317
6013132;3;1;3;1;2; ;13;3;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131321;1650,96648745317
6013133;1;1;1;1;2;4;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131331;1171,70705149962
6013133;2;1;2;1;2;2;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131331;1171,70705149962
6013133;3;1;3;1;1; ; ; ; ; ;4;10; ;1;1; ;1;1; ;2;2;2;3;40;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;5; ; ; ;60131331;1171,70705149962
6013133;4;1;4;1;1; ; ; ; ; ;3;7; ; ;1; ;1;1; ;2;2;2;3;40;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;5; ; ; ;60131331;1171,70705149962
6013133;5;1;5;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131331;1171,70705149962
6013133;6;1;6;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131331;1171,70705149962
6013134;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131341;777,907651812109
6013134;2;1;2;1;1; ; ; ; ; ;3;9; ; ;1; ;1;1; ;2;2;2;2;20;1;0;7000;2; ; ; ; ;2; ; ; ;2; ; ; ;4; ; ; ; ;60131341;777,907651812109
6013134;1;2;1;1;2; ;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131342;777,907651812109
6013134;2;2;2;1;2; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131342;777,907651812109
6013134;3;2;3;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131342;777,907651812109
6013134;4;2;4;1;2;10;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131342;777,907651812109
6013134;5;2;5;1;1; ; ; ; ; ;3;7; ; ;1; ;1;1; ;2;2;2;4;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;4; ; ; ; ;60131342;777,907651812109
6013135;1;1;1;1;2; ;13;2;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131351;1277,61414530215
6013135;2;1;2;1;2; ;13;3;10;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131351;1277,61414530215
6013135;3;1;3;1;1; ; ; ; ; ;3;7; ; ;2;2;1;4; ;1;1;1;2;30;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60131351;1277,61414530215
6013135;4;1;4;1;1; ; ; ; ; ;3;6; ; ;2;2;1;4; ;1;1;1;2;30;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60131351;1277,61414530215
6013135;5;1;5;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131351;1277,61414530215
6013136;1;1;1;1;2;9;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131361;1801,34094798558
6013136;2;1;2;1;2; ;5;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131361;1801,34094798558
6013136;3;1;3;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131361;1801,34094798558
6013136;4;1;4;1;1; ; ; ; ; ;2;4; ; ;1; ;1;1; ;2;2;2;4;20;1;0;8000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60131361;1801,34094798558
6013137;1;1;1;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131371;1476,15805723864
6013137;2;1;2;1;2; ;4;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131371;1476,15805723864
6013137;3;1;3;1;1; ; ; ; ; ;3;8; ; ;1; ;1;1; ;2;2;2;4;30;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;4; ; ; ; ;60131371;1476,15805723864
6013137;4;1;4;1;1; ; ; ; ; ;3;7; ; ;1; ;1;1; ;2;2;2;4;30;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;4; ; ; ; ;60131371;1476,15805723864
6013138;1;1;1;1;2; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131381;754,48442004113
6013138;2;1;2;1;2;3;9;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131381;754,48442004113
6013138;3;1;3;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;15;1;0;2000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60131381;754,48442004113
6013138;4;1;4;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;20;1;0;2400;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60131381;754,48442004113
6013138;5;1;5;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131381;754,48442004113
6013138;6;1;6;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131381;754,48442004113
6013141;1;1;1;1;2; ;5;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131411;1090,67879486365
6013141;2;1;2;1;2; ;7;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131411;1090,67879486365
6013141;3;1;3;1;1; ; ; ; ; ;4;10; ;6;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;4; ; ; ;60131411;1090,67879486365
6013141;4;1;4;1;1; ; ; ; ; ;3;6; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;3; ; ; ;60131411;1090,67879486365
6013142;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131421;1646,82769047091
6013142;2;1;2;1;1; ; ; ; ; ;3;9; ; ;1; ;1;2; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60131421;1646,82769047091
6013142;3;1;3;1;1; ; ; ; ; ;2;2; ; ;1; ;1;1; ;2;2;2;4;5;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;1; ; ; ;60131421;1646,82769047091
6013142;5;1;5;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131421;1646,82769047091
6013143;1;1;1;1;2;9;6;2;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131431;1211,29931523204
6013143;2;1;2;1;2;9;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131431;1211,29931523204
6013143;3;1;3;1;1; ; ; ; ; ;2;4; ; ;2;2;1;4; ;1;1;1;2;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60131431;1211,29931523204
6013145;1;1;1;1;2; ;11;6;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131451;909,723427114035
6013145;2;1;2;1;2;9;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60131451;909,723427114035
6013220;1;1;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132201;1294,78196407738
6013220;2;1;2;1;2;10;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132201;1294,78196407738
6013221;1;1;1;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132211;688,859568522315
6013221;2;1;2;1;2; ;4;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132211;688,859568522315
6013221;3;1;3;1;2; ;7;2;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132211;688,859568522315
6013221;4;1;4;1;2;3;7;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132211;688,859568522315
6013222;1;1;1;1;2; ;7;3;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132221;1063,59753198732
6013222;2;1;2;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132221;1063,59753198732
6013224;1;1;1;2;2;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132241;1867,89399665184
6013224;2;1;2;1;2;3;5;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132241;1867,89399665184
6013226;1;1;1;1;2; ;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132261;866,767717082501
6013226;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132261;866,767717082501
6013228;1;1;1;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132281;1031,3366298653
6013228;2;1;2;1;2; ;5;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132281;1031,3366298653
6013228;3;1;3;1;1; ; ; ; ; ;7;3;2;1;1; ;1; ; ; ; ; ;3;35;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;60132281;1031,3366298653
6013230;1;1;1;1;2;9;4;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132301;1611,93075682941
6013230;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132301;1611,93075682941
6013230;3;1;3;1;2;15;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;60132301;1611,93075682941
6013230;4;1;4;1;1; ; ; ; ; ;1;1; ; ;1; ;1;2; ;2;2;2;4;25;1;0;1000;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60132301;1611,93075682941
6013235;1;1;1;1;2; ;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132351;1108,955278884
6013235;2;1;2;1;2; ;11;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132351;1108,955278884
6013237;1;1;1;1;2; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132371;1220,65833451597
6013239;1;1;1;1;2; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132391;1052,59440227588
6013239;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132391;1052,59440227588
6013240;1;1;1;1;2; ;6;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132401;1119,70761200333
6013240;2;1;2;1;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60132401;1119,70761200333
6013240;3;1;3;1;1; ; ; ; ; ;4;10; ;1;1; ;1;1; ;2;2;2;4;20;2; ; ;2; ; ; ; ;2; ; ; ;2; ; ; ;1;2; ; ; ;60132401;1119,70761200333
